evaluation_id,category,score,model_version,date
2200,instruction_following,86.51,claude-3-opus,2026-02-01
2201,instruction_following,57.45,claude-3-opus,2026-02-01
2202,instruction_following,72.54,gpt-4,2026-02-01
2203,instruction_following,67.82,gpt-3.5-turbo,2026-02-01
2204,tool_calling,68.88,gpt-3.5-turbo,2026-02-01
2205,tool_calling,41.26,gpt-3.5-turbo,2026-02-01
2206,tool_calling,35.65,gpt-4,2026-02-01
2207,tool_calling,78.36,gpt-4-turbo,2026-02-01
2208,tool_calling,23.58,claude-3-opus,2026-02-01
2209,tool_calling,44.71,gpt-4,2026-02-01
2210,tool_calling,37.85,gpt-4-turbo,2026-02-01
2211,tool_calling,67.11,gpt-4-turbo,2026-02-01
2212,tool_calling,25.52,gpt-3.5-turbo,2026-02-01
2213,tool_calling,42.79,gpt-4-turbo,2026-02-01
2214,tool_calling,51.85,gpt-4-turbo,2026-02-01
2215,tool_calling,33.28,gpt-3.5-turbo,2026-02-01
2216,tool_calling,39.75,gpt-4-turbo,2026-02-01
2217,tool_calling,72.24,claude-3-opus,2026-02-01
2218,reasoning,47.64,claude-3-opus,2026-02-02
2219,reasoning,68.24,gpt-4,2026-02-02
2220,reasoning,15.69,gpt-3.5-turbo,2026-02-02
2221,reasoning,42.12,gpt-4,2026-02-02
2222,reasoning,31.83,gpt-4-turbo,2026-02-02
2223,knowledge,94.33,claude-3-opus,2026-02-02
2224,knowledge,51.88,claude-3-opus,2026-02-02
2225,knowledge,89.6,gpt-4,2026-02-02
2226,knowledge,72.37,claude-3-opus,2026-02-02
2227,knowledge,45.75,gpt-4,2026-02-02
2228,knowledge,25.57,gpt-4-turbo,2026-02-02
2229,knowledge,68.82,gpt-3.5-turbo,2026-02-02
2230,code,63.17,gpt-3.5-turbo,2026-02-02
2231,code,47.49,gpt-3.5-turbo,2026-02-02
2232,code,50.6,gpt-4-turbo,2026-02-02
2233,code,71.01,gpt-4,2026-02-02
2234,code,85.81,gpt-4,2026-02-02
2235,code,37.77,gpt-4,2026-02-02
2236,code,70.72,gpt-4,2026-02-02
2237,code,47.59,claude-3-opus,2026-02-02
2238,instruction_following,91.61,claude-3-opus,2026-02-02
2239,instruction_following,59.52,gpt-4-turbo,2026-02-02
2240,instruction_following,86.13,claude-3-opus,2026-02-02
2241,instruction_following,68.53,gpt-4,2026-02-02
2242,instruction_following,93.59,gpt-4,2026-02-02
2243,instruction_following,88.74,gpt-4,2026-02-02
2244,instruction_following,41.56,gpt-3.5-turbo,2026-02-02
2245,instruction_following,79.24,claude-3-opus,2026-02-02
2246,tool_calling,56.45,gpt-3.5-turbo,2026-02-02
2247,tool_calling,89.93,gpt-4,2026-02-02
2248,tool_calling,58.36,gpt-4,2026-02-02
2249,tool_calling,28.24,gpt-4-turbo,2026-02-02
2250,tool_calling,48.76,claude-3-opus,2026-02-02
2251,tool_calling,44.27,claude-3-opus,2026-02-02
2252,tool_calling,27.5,gpt-4-turbo,2026-02-02
2253,tool_calling,44.78,gpt-4-turbo,2026-02-02
2254,tool_calling,56.31,gpt-4,2026-02-02
2255,tool_calling,74.16,gpt-3.5-turbo,2026-02-02
2256,tool_calling,36.18,claude-3-opus,2026-02-02
2257,reasoning,69.6,gpt-4-turbo,2026-02-03
2258,reasoning,47.29,gpt-3.5-turbo,2026-02-03
2259,reasoning,21.65,claude-3-opus,2026-02-03
2260,reasoning,47.21,gpt-4,2026-02-03
2261,reasoning,76.1,gpt-4-turbo,2026-02-03
2262,reasoning,91.56,gpt-4,2026-02-03
2263,reasoning,37.39,gpt-3.5-turbo,2026-02-03
2264,reasoning,16.05,gpt-4-turbo,2026-02-03
2265,reasoning,17.45,gpt-4,2026-02-03
2266,reasoning,57.96,gpt-4-turbo,2026-02-03
2267,knowledge,74.55,gpt-4,2026-02-03
2268,knowledge,68.59,gpt-4-turbo,2026-02-03
2269,knowledge,67.65,claude-3-opus,2026-02-03
2270,knowledge,41.66,gpt-4,2026-02-03
2271,knowledge,38.05,claude-3-opus,2026-02-03
2272,knowledge,76.7,claude-3-opus,2026-02-03
2273,code,31.45,claude-3-opus,2026-02-03
2274,code,57.13,gpt-4,2026-02-03
2275,code,25.87,gpt-4-turbo,2026-02-03
2276,code,35.52,gpt-4,2026-02-03
2277,code,28.13,claude-3-opus,2026-02-03
2278,code,61.75,gpt-4,2026-02-03
2279,code,56.72,claude-3-opus,2026-02-03
2280,instruction_following,60.42,gpt-4-turbo,2026-02-03
2281,instruction_following,81.64,claude-3-opus,2026-02-03
2282,instruction_following,74.83,claude-3-opus,2026-02-03
2283,instruction_following,84.81,gpt-3.5-turbo,2026-02-03
2284,instruction_following,65.41,gpt-3.5-turbo,2026-02-03
2285,instruction_following,96.81,gpt-4-turbo,2026-02-03
2286,instruction_following,91.81,gpt-4,2026-02-03
2287,instruction_following,83.24,claude-3-opus,2026-02-03
2288,instruction_following,65.34,gpt-4-turbo,2026-02-03
2289,instruction_following,76.68,claude-3-opus,2026-02-03
2290,instruction_following,95.39,gpt-4-turbo,2026-02-03
2291,instruction_following,54.19,gpt-4,2026-02-03
2292,instruction_following,73.53,gpt-4,2026-02-03
2293,instruction_following,89.51,gpt-3.5-turbo,2026-02-03
2294,tool_calling,40.95,gpt-3.5-turbo,2026-02-03
2295,tool_calling,49.22,gpt-4,2026-02-03
2296,tool_calling,77.32,gpt-3.5-turbo,2026-02-03
2297,tool_calling,14.46,gpt-4,2026-02-03
2298,tool_calling,55.55,claude-3-opus,2026-02-03
2299,tool_calling,33.91,gpt-4,2026-02-03
2300,tool_calling,56.37,gpt-4-turbo,2026-02-03
2301,tool_calling,80.33,gpt-4-turbo,2026-02-03
2302,tool_calling,46.77,gpt-3.5-turbo,2026-02-03
2303,tool_calling,54.77,claude-3-opus,2026-02-03
2304,tool_calling,33.86,claude-3-opus,2026-02-03
2305,tool_calling,89.21,gpt-4-turbo,2026-02-03
2306,tool_calling,55.64,claude-3-opus,2026-02-03
2307,tool_calling,20.56,gpt-4,2026-02-03
2308,tool_calling,81.15,gpt-3.5-turbo,2026-02-03
2309,reasoning,85.07,claude-3-opus,2026-02-04
2310,reasoning,22.22,gpt-4,2026-02-04
2311,reasoning,21.74,gpt-3.5-turbo,2026-02-04
2312,reasoning,70.91,gpt-4,2026-02-04
2313,reasoning,14.43,claude-3-opus,2026-02-04
2314,reasoning,13.78,gpt-4,2026-02-04
2315,reasoning,9.28,gpt-3.5-turbo,2026-02-04
2316,knowledge,48.26,gpt-4-turbo,2026-02-04
2317,knowledge,83.99,gpt-3.5-turbo,2026-02-04
2318,knowledge,83.16,gpt-4,2026-02-04
2319,knowledge,51.16,gpt-4-turbo,2026-02-04
2320,knowledge,35.82,claude-3-opus,2026-02-04
2321,knowledge,83.78,gpt-4-turbo,2026-02-04
2322,knowledge,92.13,claude-3-opus,2026-02-04
2323,knowledge,66.68,gpt-3.5-turbo,2026-02-04
2324,knowledge,96.19,gpt-4-turbo,2026-02-04
2325,knowledge,59.14,gpt-3.5-turbo,2026-02-04
2326,knowledge,75.49,claude-3-opus,2026-02-04
2327,knowledge,83.31,gpt-4,2026-02-04
2328,knowledge,74.73,claude-3-opus,2026-02-04
2329,knowledge,100.0,gpt-3.5-turbo,2026-02-04
2330,code,83.21,claude-3-opus,2026-02-04
2331,code,22.04,gpt-4,2026-02-04
2332,code,39.79,claude-3-opus,2026-02-04
2333,code,55.81,gpt-4,2026-02-04
2334,code,46.26,claude-3-opus,2026-02-04
2335,code,48.72,gpt-4-turbo,2026-02-04
2336,code,69.32,gpt-3.5-turbo,2026-02-04
2337,code,32.89,gpt-3.5-turbo,2026-02-04
2338,code,27.02,claude-3-opus,2026-02-04
2339,code,19.96,gpt-4,2026-02-04
2340,code,47.73,gpt-4,2026-02-04
2341,code,80.68,gpt-4,2026-02-04
2342,instruction_following,54.99,claude-3-opus,2026-02-04
2343,instruction_following,55.82,gpt-3.5-turbo,2026-02-04
2344,instruction_following,58.22,gpt-3.5-turbo,2026-02-04
2345,instruction_following,58.74,claude-3-opus,2026-02-04
2346,instruction_following,92.11,gpt-3.5-turbo,2026-02-04
2347,tool_calling,16.04,gpt-4-turbo,2026-02-04
2348,tool_calling,51.33,gpt-4-turbo,2026-02-04
2349,tool_calling,62.68,claude-3-opus,2026-02-04
2350,tool_calling,61.39,claude-3-opus,2026-02-04
2351,tool_calling,63.5,gpt-3.5-turbo,2026-02-04
2352,reasoning,58.89,gpt-3.5-turbo,2026-02-05
2353,reasoning,89.13,gpt-4-turbo,2026-02-05
2354,reasoning,49.12,gpt-4-turbo,2026-02-05
2355,reasoning,63.0,gpt-4-turbo,2026-02-05
2356,reasoning,38.24,claude-3-opus,2026-02-05
2357,reasoning,31.49,gpt-4,2026-02-05
2358,reasoning,10.33,gpt-4-turbo,2026-02-05
2359,reasoning,16.11,gpt-4,2026-02-05
2360,reasoning,43.5,gpt-4,2026-02-05
2361,reasoning,46.67,gpt-4,2026-02-05
2362,knowledge,74.03,gpt-3.5-turbo,2026-02-05
2363,knowledge,64.54,claude-3-opus,2026-02-05
2364,knowledge,47.49,claude-3-opus,2026-02-05
2365,knowledge,73.51,gpt-3.5-turbo,2026-02-05
2366,knowledge,95.25,gpt-4,2026-02-05
2367,knowledge,89.85,claude-3-opus,2026-02-05
2368,knowledge,64.83,gpt-4,2026-02-05
2369,knowledge,61.68,gpt-3.5-turbo,2026-02-05
2370,knowledge,77.3,gpt-4-turbo,2026-02-05
2371,knowledge,32.51,gpt-3.5-turbo,2026-02-05
2372,knowledge,81.22,claude-3-opus,2026-02-05
2373,knowledge,86.6,gpt-4,2026-02-05
2374,knowledge,77.88,gpt-4,2026-02-05
2375,code,41.33,gpt-4,2026-02-05
2376,code,70.81,gpt-3.5-turbo,2026-02-05
2377,code,44.04,gpt-4-turbo,2026-02-05
2378,code,65.25,gpt-3.5-turbo,2026-02-05
2379,code,11.55,gpt-4,2026-02-05
2380,instruction_following,70.55,gpt-4,2026-02-05
2381,instruction_following,64.72,gpt-3.5-turbo,2026-02-05
2382,instruction_following,29.9,gpt-4,2026-02-05
2383,instruction_following,96.25,gpt-4,2026-02-05
2384,instruction_following,59.83,gpt-4-turbo,2026-02-05
2385,tool_calling,42.5,claude-3-opus,2026-02-05
2386,tool_calling,6.9,gpt-3.5-turbo,2026-02-05
2387,tool_calling,40.88,gpt-3.5-turbo,2026-02-05
2388,tool_calling,29.5,gpt-4,2026-02-05
2389,tool_calling,26.65,gpt-3.5-turbo,2026-02-05
2390,tool_calling,59.68,claude-3-opus,2026-02-05
2391,tool_calling,73.29,gpt-3.5-turbo,2026-02-05
2392,tool_calling,70.5,gpt-4,2026-02-05
2393,tool_calling,55.56,gpt-4,2026-02-05
2394,tool_calling,60.47,gpt-4,2026-02-05
2395,tool_calling,15.12,gpt-4,2026-02-05
2396,tool_calling,64.31,gpt-4,2026-02-05
2397,tool_calling,30.02,gpt-4-turbo,2026-02-05
2398,reasoning,24.6,gpt-3.5-turbo,2026-02-06
2399,reasoning,54.75,gpt-4-turbo,2026-02-06
2400,reasoning,24.91,gpt-4-turbo,2026-02-06
2401,reasoning,25.32,gpt-4-turbo,2026-02-06
2402,reasoning,31.67,gpt-4,2026-02-06
2403,reasoning,60.93,gpt-4-turbo,2026-02-06
2404,reasoning,34.08,gpt-4-turbo,2026-02-06
2405,reasoning,47.26,claude-3-opus,2026-02-06
2406,reasoning,54.84,gpt-4,2026-02-06
2407,reasoning,42.56,gpt-4,2026-02-06
2408,knowledge,78.52,gpt-4,2026-02-06
2409,knowledge,33.79,gpt-4,2026-02-06
2410,knowledge,55.23,gpt-3.5-turbo,2026-02-06
2411,knowledge,93.24,gpt-3.5-turbo,2026-02-06
2412,knowledge,34.62,gpt-3.5-turbo,2026-02-06
2413,knowledge,70.07,gpt-4,2026-02-06
2414,knowledge,62.68,gpt-3.5-turbo,2026-02-06
2415,knowledge,68.35,claude-3-opus,2026-02-06
2416,knowledge,72.91,gpt-4,2026-02-06
2417,knowledge,88.79,claude-3-opus,2026-02-06
2418,code,30.17,gpt-4,2026-02-06
2419,code,40.16,claude-3-opus,2026-02-06
2420,code,24.33,gpt-3.5-turbo,2026-02-06
2421,code,33.9,gpt-4,2026-02-06
2422,code,68.92,claude-3-opus,2026-02-06
2423,code,20.37,gpt-4,2026-02-06
2424,code,52.96,claude-3-opus,2026-02-06
2425,code,36.52,gpt-4-turbo,2026-02-06
2426,instruction_following,21.32,gpt-4,2026-02-06
2427,instruction_following,87.21,gpt-4-turbo,2026-02-06
2428,instruction_following,94.64,claude-3-opus,2026-02-06
2429,instruction_following,82.78,claude-3-opus,2026-02-06
2430,instruction_following,41.83,gpt-3.5-turbo,2026-02-06
2431,instruction_following,71.79,gpt-4,2026-02-06
2432,instruction_following,65.95,gpt-4-turbo,2026-02-06
2433,instruction_following,71.48,gpt-4,2026-02-06
2434,instruction_following,32.86,gpt-4,2026-02-06
2435,instruction_following,41.61,claude-3-opus,2026-02-06
2436,instruction_following,44.89,gpt-3.5-turbo,2026-02-06
2437,instruction_following,54.26,gpt-4,2026-02-06
2438,instruction_following,94.33,gpt-4,2026-02-06
2439,instruction_following,92.73,claude-3-opus,2026-02-06
2440,tool_calling,64.22,gpt-4-turbo,2026-02-06
2441,tool_calling,49.69,gpt-4,2026-02-06
2442,tool_calling,23.79,gpt-3.5-turbo,2026-02-06
2443,tool_calling,86.97,claude-3-opus,2026-02-06
2444,tool_calling,17.79,gpt-4-turbo,2026-02-06
2445,tool_calling,54.58,gpt-3.5-turbo,2026-02-06
2446,tool_calling,67.64,gpt-4-turbo,2026-02-06
2447,tool_calling,31.93,gpt-3.5-turbo,2026-02-06
2448,tool_calling,61.01,gpt-3.5-turbo,2026-02-06
2449,tool_calling,54.65,gpt-3.5-turbo,2026-02-06
2450,tool_calling,3.89,gpt-4-turbo,2026-02-06
2451,tool_calling,44.85,gpt-4,2026-02-06
2452,tool_calling,67.69,gpt-3.5-turbo,2026-02-06
2453,tool_calling,49.34,gpt-4,2026-02-06
2454,tool_calling,74.65,gpt-4-turbo,2026-02-06
2455,reasoning,20.95,gpt-4-turbo,2026-02-07
2456,reasoning,31.54,gpt-4-turbo,2026-02-07
2457,reasoning,34.22,gpt-4,2026-02-07
2458,reasoning,15.4,gpt-4-turbo,2026-02-07
2459,reasoning,7.72,gpt-3.5-turbo,2026-02-07
2460,reasoning,49.88,gpt-4-turbo,2026-02-07
2461,reasoning,11.06,gpt-3.5-turbo,2026-02-07
2462,reasoning,51.51,gpt-3.5-turbo,2026-02-07
2463,knowledge,93.59,claude-3-opus,2026-02-07
2464,knowledge,82.68,gpt-4,2026-02-07
2465,knowledge,76.63,gpt-4-turbo,2026-02-07
2466,knowledge,58.38,gpt-3.5-turbo,2026-02-07
2467,knowledge,74.41,gpt-3.5-turbo,2026-02-07
2468,knowledge,48.71,gpt-4-turbo,2026-02-07
2469,knowledge,51.7,gpt-4,2026-02-07
2470,knowledge,54.01,claude-3-opus,2026-02-07
2471,code,37.17,claude-3-opus,2026-02-07
2472,code,81.42,gpt-4-turbo,2026-02-07
2473,code,82.4,gpt-4,2026-02-07
2474,code,35.66,gpt-3.5-turbo,2026-02-07
2475,code,43.0,claude-3-opus,2026-02-07
2476,code,28.3,claude-3-opus,2026-02-07
2477,code,38.22,claude-3-opus,2026-02-07
2478,code,47.4,claude-3-opus,2026-02-07
2479,code,48.54,gpt-4,2026-02-07
2480,code,45.35,gpt-4-turbo,2026-02-07
2481,code,16.95,claude-3-opus,2026-02-07
2482,code,25.83,gpt-4-turbo,2026-02-07
2483,instruction_following,87.09,gpt-3.5-turbo,2026-02-07
2484,instruction_following,79.27,claude-3-opus,2026-02-07
2485,instruction_following,45.25,gpt-4,2026-02-07
2486,instruction_following,71.91,gpt-4-turbo,2026-02-07
2487,instruction_following,57.15,gpt-4-turbo,2026-02-07
2488,instruction_following,94.69,gpt-4,2026-02-07
2489,instruction_following,51.73,gpt-4,2026-02-07
2490,instruction_following,73.12,gpt-4-turbo,2026-02-07
2491,instruction_following,89.71,gpt-3.5-turbo,2026-02-07
2492,tool_calling,80.49,gpt-4-turbo,2026-02-07
2493,tool_calling,49.13,gpt-4,2026-02-07
2494,tool_calling,65.13,gpt-4-turbo,2026-02-07
2495,tool_calling,29.89,claude-3-opus,2026-02-07
2496,tool_calling,83.46,claude-3-opus,2026-02-07
2497,tool_calling,33.14,gpt-3.5-turbo,2026-02-07
2498,tool_calling,32.41,claude-3-opus,2026-02-07
2499,tool_calling,44.98,claude-3-opus,2026-02-07
2500,tool_calling,50.54,gpt-4,2026-02-07
2501,tool_calling,44.13,claude-3-opus,2026-02-07
2502,tool_calling,31.85,gpt-3.5-turbo,2026-02-07
2503,tool_calling,37.06,gpt-4-turbo,2026-02-07
2504,tool_calling,28.46,gpt-3.5-turbo,2026-02-07
2505,reasoning,35.51,gpt-3.5-turbo,2026-02-08
2506,reasoning,67.24,gpt-4,2026-02-08
2507,reasoning,59.2,gpt-3.5-turbo,2026-02-08
2508,reasoning,26.22,gpt-4,2026-02-08
2509,reasoning,47.62,gpt-3.5-turbo,2026-02-08
2510,reasoning,42.05,gpt-4,2026-02-08
2511,reasoning,18.63,gpt-4,2026-02-08
2512,reasoning,36.52,claude-3-opus,2026-02-08
2513,knowledge,67.94,gpt-3.5-turbo,2026-02-08
2514,knowledge,78.55,gpt-3.5-turbo,2026-02-08
2515,knowledge,95.07,claude-3-opus,2026-02-08
2516,knowledge,63.66,gpt-4-turbo,2026-02-08
2517,knowledge,71.79,claude-3-opus,2026-02-08
2518,knowledge,60.52,claude-3-opus,2026-02-08
2519,code,53.71,gpt-3.5-turbo,2026-02-08
2520,code,23.33,claude-3-opus,2026-02-08
2521,code,32.25,gpt-4,2026-02-08
2522,code,50.01,gpt-4-turbo,2026-02-08
2523,code,66.69,gpt-4,2026-02-08
2524,code,41.94,gpt-3.5-turbo,2026-02-08
2525,code,71.1,claude-3-opus,2026-02-08
2526,code,73.69,gpt-4,2026-02-08
2527,code,80.99,gpt-4,2026-02-08
2528,code,47.73,claude-3-opus,2026-02-08
2529,code,79.43,claude-3-opus,2026-02-08
2530,code,63.13,claude-3-opus,2026-02-08
2531,code,58.32,gpt-4,2026-02-08
2532,code,72.92,gpt-3.5-turbo,2026-02-08
2533,instruction_following,89.54,claude-3-opus,2026-02-08
2534,instruction_following,85.14,claude-3-opus,2026-02-08
2535,instruction_following,100.0,gpt-3.5-turbo,2026-02-08
2536,instruction_following,71.82,claude-3-opus,2026-02-08
2537,instruction_following,63.89,gpt-3.5-turbo,2026-02-08
2538,instruction_following,67.6,gpt-3.5-turbo,2026-02-08
2539,tool_calling,46.77,gpt-4-turbo,2026-02-08
2540,tool_calling,57.08,gpt-4,2026-02-08
2541,tool_calling,68.1,claude-3-opus,2026-02-08
2542,tool_calling,44.66,gpt-3.5-turbo,2026-02-08
2543,tool_calling,38.98,gpt-4-turbo,2026-02-08
2544,tool_calling,15.82,gpt-4-turbo,2026-02-08
2545,tool_calling,48.07,gpt-3.5-turbo,2026-02-08
2546,tool_calling,32.8,claude-3-opus,2026-02-08
2547,tool_calling,23.32,gpt-4-turbo,2026-02-08
2548,tool_calling,24.36,gpt-4-turbo,2026-02-08
2549,tool_calling,82.58,gpt-3.5-turbo,2026-02-08
2550,tool_calling,63.79,claude-3-opus,2026-02-08
2551,reasoning,49.35,claude-3-opus,2026-02-09
2552,reasoning,59.54,gpt-4-turbo,2026-02-09
2553,reasoning,46.1,gpt-4,2026-02-09
2554,reasoning,78.33,claude-3-opus,2026-02-09
2555,reasoning,62.07,gpt-4,2026-02-09
2556,reasoning,76.54,gpt-4,2026-02-09
2557,reasoning,19.29,gpt-4-turbo,2026-02-09
2558,reasoning,30.04,gpt-4-turbo,2026-02-09
2559,knowledge,83.31,gpt-3.5-turbo,2026-02-09
2560,knowledge,56.1,claude-3-opus,2026-02-09
2561,knowledge,69.37,claude-3-opus,2026-02-09
2562,knowledge,52.45,claude-3-opus,2026-02-09
2563,knowledge,90.47,gpt-4-turbo,2026-02-09
2564,knowledge,89.55,gpt-4-turbo,2026-02-09
2565,code,51.98,gpt-3.5-turbo,2026-02-09
2566,code,58.1,claude-3-opus,2026-02-09
2567,code,63.73,gpt-4,2026-02-09
2568,code,78.97,gpt-4-turbo,2026-02-09
2569,code,88.02,claude-3-opus,2026-02-09
2570,code,45.33,gpt-4,2026-02-09
2571,code,28.48,gpt-3.5-turbo,2026-02-09
2572,code,54.88,gpt-3.5-turbo,2026-02-09
2573,code,27.55,gpt-4-turbo,2026-02-09
2574,code,34.78,gpt-3.5-turbo,2026-02-09
2575,code,55.36,claude-3-opus,2026-02-09
2576,code,49.58,gpt-4,2026-02-09
2577,instruction_following,85.37,gpt-4-turbo,2026-02-09
2578,instruction_following,74.37,gpt-4-turbo,2026-02-09
2579,instruction_following,81.66,gpt-4-turbo,2026-02-09
2580,instruction_following,63.07,gpt-4-turbo,2026-02-09
2581,instruction_following,79.89,gpt-4,2026-02-09
2582,instruction_following,85.77,claude-3-opus,2026-02-09
2583,instruction_following,74.53,gpt-4-turbo,2026-02-09
2584,instruction_following,22.79,gpt-4-turbo,2026-02-09
2585,instruction_following,72.71,gpt-4-turbo,2026-02-09
2586,instruction_following,78.77,gpt-4,2026-02-09
2587,instruction_following,87.3,gpt-4,2026-02-09
2588,instruction_following,66.88,gpt-3.5-turbo,2026-02-09
2589,tool_calling,50.18,gpt-4-turbo,2026-02-09
2590,tool_calling,41.77,gpt-4,2026-02-09
2591,tool_calling,36.47,gpt-3.5-turbo,2026-02-09
2592,tool_calling,67.31,gpt-4,2026-02-09
2593,tool_calling,30.56,gpt-4-turbo,2026-02-09
2594,reasoning,68.4,gpt-4,2026-02-10
2595,reasoning,7.65,gpt-3.5-turbo,2026-02-10
2596,reasoning,48.78,claude-3-opus,2026-02-10
2597,reasoning,37.66,gpt-3.5-turbo,2026-02-10
2598,reasoning,29.4,claude-3-opus,2026-02-10
2599,reasoning,26.1,gpt-3.5-turbo,2026-02-10
2600,reasoning,34.86,gpt-4-turbo,2026-02-10
2601,reasoning,66.14,claude-3-opus,2026-02-10
2602,reasoning,34.44,gpt-4-turbo,2026-02-10
2603,reasoning,52.54,gpt-3.5-turbo,2026-02-10
2604,reasoning,69.58,claude-3-opus,2026-02-10
2605,reasoning,34.34,gpt-4,2026-02-10
2606,reasoning,85.34,gpt-3.5-turbo,2026-02-10
2607,reasoning,21.9,gpt-4,2026-02-10
2608,reasoning,7.57,gpt-3.5-turbo,2026-02-10
2609,knowledge,35.64,claude-3-opus,2026-02-10
2610,knowledge,42.66,gpt-4-turbo,2026-02-10
2611,knowledge,88.34,gpt-3.5-turbo,2026-02-10
2612,knowledge,20.58,gpt-4-turbo,2026-02-10
2613,knowledge,76.57,gpt-4,2026-02-10
2614,knowledge,61.47,gpt-4-turbo,2026-02-10
2615,knowledge,29.54,gpt-4,2026-02-10
2616,knowledge,49.02,claude-3-opus,2026-02-10
2617,knowledge,91.85,gpt-4,2026-02-10
2618,knowledge,90.8,gpt-4,2026-02-10
2619,code,75.6,claude-3-opus,2026-02-10
2620,code,61.32,claude-3-opus,2026-02-10
2621,code,62.19,gpt-3.5-turbo,2026-02-10
2622,code,70.05,gpt-4-turbo,2026-02-10
2623,code,65.27,gpt-4,2026-02-10
2624,code,42.47,gpt-4-turbo,2026-02-10
2625,code,32.66,gpt-4-turbo,2026-02-10
2626,code,23.58,gpt-3.5-turbo,2026-02-10
2627,code,28.01,gpt-3.5-turbo,2026-02-10
2628,code,28.23,gpt-3.5-turbo,2026-02-10
2629,code,46.93,claude-3-opus,2026-02-10
2630,code,55.33,gpt-4-turbo,2026-02-10
2631,instruction_following,68.97,gpt-4,2026-02-10
2632,instruction_following,81.64,gpt-4-turbo,2026-02-10
2633,instruction_following,57.74,gpt-4,2026-02-10
2634,instruction_following,72.63,gpt-4-turbo,2026-02-10
2635,instruction_following,82.05,gpt-3.5-turbo,2026-02-10
2636,instruction_following,69.0,gpt-4-turbo,2026-02-10
2637,tool_calling,59.76,gpt-4-turbo,2026-02-10
2638,tool_calling,63.27,gpt-4-turbo,2026-02-10
2639,tool_calling,49.08,gpt-3.5-turbo,2026-02-10
2640,tool_calling,50.1,gpt-3.5-turbo,2026-02-10
2641,tool_calling,21.16,gpt-4-turbo,2026-02-10
2642,tool_calling,60.63,gpt-3.5-turbo,2026-02-10
2643,tool_calling,14.44,gpt-3.5-turbo,2026-02-10
2644,tool_calling,55.88,gpt-4,2026-02-10
2645,tool_calling,52.36,gpt-4-turbo,2026-02-10
2646,tool_calling,76.0,gpt-4-turbo,2026-02-10
2647,tool_calling,25.36,gpt-4,2026-02-10
2648,reasoning,52.93,gpt-4-turbo,2026-02-11
2649,reasoning,22.17,claude-3-opus,2026-02-11
2650,reasoning,16.19,gpt-3.5-turbo,2026-02-11
2651,reasoning,12.07,claude-3-opus,2026-02-11
2652,reasoning,60.93,claude-3-opus,2026-02-11
2653,reasoning,7.59,claude-3-opus,2026-02-11
2654,reasoning,38.41,gpt-4-turbo,2026-02-11
2655,reasoning,28.12,claude-3-opus,2026-02-11
2656,knowledge,55.74,claude-3-opus,2026-02-11
2657,knowledge,59.35,gpt-4-turbo,2026-02-11
2658,knowledge,74.05,gpt-3.5-turbo,2026-02-11
2659,knowledge,72.91,gpt-4,2026-02-11
2660,knowledge,66.02,claude-3-opus,2026-02-11
2661,knowledge,68.34,claude-3-opus,2026-02-11
2662,knowledge,57.85,gpt-3.5-turbo,2026-02-11
2663,knowledge,83.18,gpt-4,2026-02-11
2664,knowledge,73.56,claude-3-opus,2026-02-11
2665,knowledge,62.81,claude-3-opus,2026-02-11
2666,knowledge,94.41,gpt-3.5-turbo,2026-02-11
2667,knowledge,48.71,gpt-3.5-turbo,2026-02-11
2668,code,90.73,claude-3-opus,2026-02-11
2669,code,43.75,gpt-3.5-turbo,2026-02-11
2670,code,47.52,gpt-4,2026-02-11
2671,code,53.8,gpt-3.5-turbo,2026-02-11
2672,code,10.71,gpt-3.5-turbo,2026-02-11
2673,instruction_following,88.58,gpt-4-turbo,2026-02-11
2674,instruction_following,48.18,claude-3-opus,2026-02-11
2675,instruction_following,65.09,gpt-4,2026-02-11
2676,instruction_following,89.03,gpt-4,2026-02-11
2677,instruction_following,76.74,gpt-4,2026-02-11
2678,instruction_following,60.48,gpt-4-turbo,2026-02-11
2679,instruction_following,74.51,gpt-3.5-turbo,2026-02-11
2680,tool_calling,44.63,claude-3-opus,2026-02-11
2681,tool_calling,8.38,gpt-3.5-turbo,2026-02-11
2682,tool_calling,48.89,claude-3-opus,2026-02-11
2683,tool_calling,49.59,gpt-3.5-turbo,2026-02-11
2684,tool_calling,65.24,gpt-3.5-turbo,2026-02-11
2685,tool_calling,35.95,gpt-3.5-turbo,2026-02-11
2686,tool_calling,57.28,gpt-4,2026-02-11
2687,tool_calling,50.71,gpt-4-turbo,2026-02-11
2688,tool_calling,77.74,gpt-3.5-turbo,2026-02-11
2689,tool_calling,14.73,gpt-4-turbo,2026-02-11
2690,tool_calling,54.55,gpt-4,2026-02-11
2691,tool_calling,46.63,gpt-3.5-turbo,2026-02-11
2692,tool_calling,63.11,claude-3-opus,2026-02-11
2693,tool_calling,38.4,gpt-3.5-turbo,2026-02-11
2694,reasoning,78.15,claude-3-opus,2026-02-12
2695,reasoning,60.56,gpt-4-turbo,2026-02-12
2696,reasoning,48.58,claude-3-opus,2026-02-12
2697,reasoning,61.77,gpt-4,2026-02-12
2698,reasoning,63.79,gpt-3.5-turbo,2026-02-12
2699,reasoning,33.57,claude-3-opus,2026-02-12
2700,reasoning,49.65,gpt-4-turbo,2026-02-12
2701,reasoning,42.82,claude-3-opus,2026-02-12
2702,reasoning,36.36,claude-3-opus,2026-02-12
